,Summary,Price,Size,Brand,Condition,Category,Site
876,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
877,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
878,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
879,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
880,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
881,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
882,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
883,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
884,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
885,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
886,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
887,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
888,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
889,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
890,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
891,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
892,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
893,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
894,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
895,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
896,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
897,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
898,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
899,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
900,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
901,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
902,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
903,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
904,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
905,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
906,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
907,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
908,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
909,reformation shirley dress,75,XS,Reformation,PreOwned,dresses,Poshmark
910,reformation badlands jean jacket nwt,65,M,Reformation,New,outerwear,Poshmark
911,reformation | urban renewal clay mini shift dress,39,S,Reformation,New,dresses,Poshmark
912,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
913,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
914,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
915,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
916,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
917,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
918,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
919,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
920,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
921,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
922,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
923,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
924,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
925,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
926,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
927,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
928,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
929,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
930,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
931,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
932,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
933,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
934,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
935,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
936,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
937,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
938,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
939,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
940,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
941,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
942,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
943,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
944,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
945,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
946,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
947,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
948,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
949,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
950,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
951,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
952,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
953,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
954,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
955,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
956,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
957,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
958,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
959,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
960,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
961,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
962,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
963,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
964,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
965,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
966,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
967,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
968,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
969,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
970,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
971,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
972,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
973,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
974,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
975,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
976,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
977,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
978,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
979,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
980,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
981,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
982,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
983,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
984,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
985,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
986,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
987,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
988,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
989,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
990,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
991,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
992,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
993,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
994,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
995,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
996,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
997,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
998,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
999,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1000,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1001,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
1002,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
1003,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
1004,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
1005,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1006,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
1007,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
1008,reformation blush dress,145,XS,Reformation,PreOwned,dresses,Poshmark
1009,reformation nora silk dress b430,95,M,Reformation,PreOwned,dresses,Poshmark
1010,reformation • tahiti marbella linen pants,135,6,Reformation,PreOwned,bottoms,Poshmark
1011,reformation dune pant,100,4,Reformation,PreOwned,bottoms,Poshmark
1012,reformation navy blue halter evening gown,175,4,Reformation,PreOwned,other,Poshmark
1013,reformation ariana midi dress medium nwot,115,M,Reformation,New,dresses,Poshmark
1014,reformation rebecca velvet black pants  23 b146,120,23,Reformation,PreOwned,bottoms,Poshmark
1015,diane von furstenberg gennifer two linen pants new,40,2,Reformation,New,bottoms,Poshmark
1016,nwt reformation bardot top blush large,45,L,Reformation,New,tops,Poshmark
1017,reformation faith dress in wildflower | black mini,140,2,Reformation,PreOwned,dresses,Poshmark
1018,nwt reformation redford mini dress metallic,95,M,Reformation,New,dresses,Poshmark
1019,nwt reformation cherry carlita linen mini dress,95,S,Reformation,New,dresses,Poshmark
1020,reformation leopard button down blouse,110,S,Reformation,PreOwned,other,Poshmark
1021,reformation off the shoulder dress!,85,0,Reformation,PreOwned,dresses,Poshmark
1022,reformation zelda selene dress black sz 2 xs new,229,2,Reformation,New,dresses,Poshmark
1023,reformation mini skirt textured lightweight xs/s,69,S,Reformation,PreOwned,bottoms,Poshmark
1024,nwt reformation maurita dress rajah sz. 0,159,0,Reformation,New,dresses,Poshmark
1025,reformation maurita dress,125,0,Reformation,PreOwned,dresses,Poshmark
1026,reformation chocolate velvet maxi dress m b3,150,M,Reformation,PreOwned,dresses,Poshmark
1027,reformation hattie off the shoulder  dress b502,165,0,Reformation,PreOwned,dresses,Poshmark
1028,reformation tank maxi red dress size large,65,L,Reformation,PreOwned,tops,Poshmark
1029,reformation off-shoulder long sleeve,30,XS,Reformation,PreOwned,other,Poshmark
1030,reformation linen set,98,XS,Reformation,PreOwned,other,Poshmark
1031,nwt reformation britta dress,180,4,Reformation,New,dresses,Poshmark
1032,reformation gilda green jumpsuit,135,10,Reformation,PreOwned,jumpsuits,Poshmark
1033,reformation serena melbourne destroyed jeans,61,29,Reformation,PreOwned,bottoms,Poshmark
1034,reformation floral button down dress size 0,125,0,Reformation,PreOwned,dresses,Poshmark
1035,reformation marina blue jumpsuit size 6b704,150,6,Reformation,PreOwned,jumpsuits,Poshmark
1036,reformation chamomile maxi wrap dress,250,L,Reformation,PreOwned,dresses,Poshmark
1037,reformation radford metallic dress large,75,L,Reformation,PreOwned,dresses,Poshmark
1038,reformation julia crop high cigarette jean,99,31,Reformation,PreOwned,bottoms,Poshmark
1039,reformation black molly jumpsuit,184,4,Reformation,PreOwned,jumpsuits,Poshmark
1040,reformation green peach midi dress,149,8,Reformation,PreOwned,dresses,Poshmark
1041,reformation red gingham mini skirt size 0,50,0,Reformation,PreOwned,bottoms,Poshmark
1042,reformation ribbed mock neck 3/4 sleeve tee,20,L,Reformation,PreOwned,tops,Poshmark
1043,nwt reformation cherry linen mini ots dress,95,S,Reformation,New,dresses,Poshmark
1044,reformation olive green long sleeve wrap midi dres,100,S,Reformation,PreOwned,other,Poshmark
1045,reformation radford black metallic dress,109,S,Reformation,PreOwned,dresses,Poshmark
1046,reformation wide leg pants,75,8,Reformation,PreOwned,bottoms,Poshmark
1047,reformation jeans jordan kick flare size 30,75,30,Reformation,PreOwned,bottoms,Poshmark
1048,reformation | high rise cropped cigarette jeans,95,29,Reformation,PreOwned,bottoms,Poshmark
1049,reformation roper valley plaid jean size 29 b415,85,29,Reformation,PreOwned,other,Poshmark
1050,reformation perry jean open leg black b628 nwot,95,27,Reformation,New,other,Poshmark
1051,reformation poppy dress navy,259,0,Reformation,PreOwned,dresses,Poshmark
1052,reformation domingo dress in black,165,0,Reformation,PreOwned,dresses,Poshmark
1053,"reformation maxine white linen mini dress, size 10",200,10,Reformation,PreOwned,dresses,Poshmark
1054,nwt reformation black spacey maxi sheer dress,89,S,Reformation,New,dresses,Poshmark
1055,reformation thelma dress nwot size 6,145,6,Reformation,New,dresses,Poshmark
